,Account Number,Transaction Date,Value,Current Balance
4169,10295384,2023-02-04,55.98,124.38
4170,10295384,2023-02-06,87.57,211.95
4171,10295384,2023-02-06,100.34,312.28999999999996
4172,10295384,2023-02-07,133.09,445.38
4173,10295384,2023-02-07,186.15,631.53
5203,10295384,2023-02-09,-110.01,521.52
5204,10295384,2023-02-11,-62.52,459.0
4174,10295384,2023-02-13,128.0,587.0
14,10350324,2023-01-31,0.0,861.81
4021,10350324,2023-02-03,247.64,1109.4499999999998
4022,10350324,2023-02-04,47.39,1156.84
4023,10350324,2023-02-04,81.35,1238.19
7244,10350324,2023-02-07,-42.19,1196.0
7245,10350324,2023-02-10,-91.04,1104.96
4024,10350324,2023-02-11,119.75,1224.71
4025,10350324,2023-02-11,132.19,1356.8999999999999
7246,10350324,2023-02-13,-142.63,1214.27
15,10437896,2023-01-31,0.0,661.08
5688,10437896,2023-02-04,-51.84,609.24
5725,10437896,2023-02-04,55.24,664.48
5726,10437896,2023-02-06,68.72,733.2
5727,10437896,2023-02-09,116.34,849.5400000000001
5728,10437896,2023-02-11,1107.1,1956.6399999999999
5729,10437896,2023-02-13,73.97,2030.6100000000001
16,10449180,2023-01-31,0.0,228.24
1277,10449180,2023-02-01,48.99,277.23
1278,10449180,2023-02-02,25.81,303.04
1279,10449180,2023-02-06,784.3,1087.34
1280,10449180,2023-02-11,75.88,1163.2199999999998
17,10464544,2023-01-31,0.0,755.99
483,10464544,2023-02-01,-89.56,666.4300000000001
7582,10464544,2023-02-07,135.77,802.2
7583,10464544,2023-02-08,132.1,934.3
484,10464544,2023-02-12,-463.1,471.2
485,10464544,2023-02-14,-81.26,389.94
7584,10464544,2023-02-14,987.9,1377.84
18,10473116,2023-01-31,0.0,387.7
838,10473116,2023-02-01,-94.91,292.78999999999996
4625,10473116,2023-02-03,87.46,380.25
839,10473116,2023-02-06,-1194.9,-814.6500000000001
4626,10473116,2023-02-08,103.49,-711.1600000000001
4627,10473116,2023-02-10,28.23,-682.9300000000001
840,10473116,2023-02-12,-108.51,-791.44
19,10521885,2023-01-31,0.0,54.87
1013,10521885,2023-02-01,-83.86,-28.990000000000002
286,10521885,2023-02-01,127.41,98.41999999999999
287,10521885,2023-02-03,120.33,218.75
288,10521885,2023-02-09,37.14,255.89
289,10521885,2023-02-12,70.6,326.49
291,10521885,2023-02-14,53.35,379.84
290,10521885,2023-02-14,150.19,530.03
20,10553619,2023-01-31,0.0,756.2
1457,10553619,2023-02-01,-112.77,643.4300000000001
403,10553619,2023-02-01,72.18,715.61
404,10553619,2023-02-03,133.94,849.5500000000001
1458,10553619,2023-02-04,-1263.9,-414.35000000000014
1459,10553619,2023-02-05,-89.62,-503.97
1460,10553619,2023-02-06,-1085.4,-1589.3700000000001
405,10553619,2023-02-11,873.9,-715.47
1461,10553619,2023-02-14,-43.02,-758.4900000000002
406,10553619,2023-02-14,1485.6,727.1099999999997
21,10554116,2023-01-31,0.0,243.95
1823,10554116,2023-02-01,-121.83,122.11999999999999
22,10586481,2023-01-31,0.0,73.83
4829,10586481,2023-02-03,100.42,174.25
4830,10586481,2023-02-11,142.56,316.81
8560,10586481,2023-02-12,-49.53,267.28000000000003
4831,10586481,2023-02-12,128.32,395.59999999999997
8561,10586481,2023-02-14,-24.89,370.71
23,10608220,2023-01-31,0.0,632.92
1731,10608220,2023-02-01,-89.41,543.51
2072,10608220,2023-02-01,33.49,577.0
1732,10608220,2023-02-04,-117.26,459.73999999999995
2073,10608220,2023-02-05,78.8,538.54
1733,10608220,2023-02-10,-55.88,482.65999999999997
1734,10608220,2023-02-11,-142.56,340.09999999999997
1735,10608220,2023-02-13,-118.5,221.59999999999997
1736,10608220,2023-02-13,-98.19,123.40999999999997
2074,10608220,2023-02-13,86.79,210.2
24,10631690,2023-01-31,0.0,947.45
4303,10631690,2023-02-03,-41.04,906.4100000000001
5029,10631690,2023-02-03,165.39,1071.8
4304,10631690,2023-02-11,-151.02,920.78
25,10675607,2023-01-31,0.0,284.84
675,10675607,2023-02-01,-114.21,170.63
676,10675607,2023-02-08,-19.11,151.51999999999998
677,10675607,2023-02-14,-908.4,-756.8800000000001
26,10725127,2023-01-31,0.0,984.69
5129,10725127,2023-02-04,-1268.7,-284.01
8134,10725127,2023-02-09,148.39,-135.6199999999999
8135,10725127,2023-02-11,102.03,-33.59000000000003
5130,10725127,2023-02-12,-228.52,-262.1100000000001
5131,10725127,2023-02-13,-157.99,-420.0999999999999
27,10769769,2023-01-31,0.0,906.91
1849,10769769,2023-02-01,-93.28,813.63
1850,10769769,2023-02-02,-1502.2,-688.57
1852,10769769,2023-02-02,-96.8,-785.37
1851,10769769,2023-02-02,-20.72,-806.09
2164,10769769,2023-02-02,38.78,-767.3100000000001
1853,10769769,2023-02-03,-89.51,-856.82
1854,10769769,2023-02-05,-59.15,-915.9700000000001
2165,10769769,2023-02-05,145.08,-770.89
1855,10769769,2023-02-08,-143.57,-914.4599999999999
2166,10769769,2023-02-09,58.86,-855.6
1857,10769769,2023-02-10,-85.7,-941.3000000000001
1856,10769769,2023-02-10,-51.82,-993.12
2167,10769769,2023-02-11,172.32,-820.8000000000001
2168,10769769,2023-02-11,666.5,-154.30000000000007
28,10783139,2023-01-31,0.0,992.98
5100,10783139,2023-02-04,103.81,1096.79
6477,10783139,2023-02-05,-92.78,1004.01
6478,10783139,2023-02-08,-96.33,907.6800000000001
6479,10783139,2023-02-09,-129.76,777.9200000000001
5101,10783139,2023-02-09,9.69,787.61
5102,10783139,2023-02-10,72.06,859.6700000000001
5103,10783139,2023-02-12,109.08,968.75
29,10799356,2023-01-31,0.0,915.04
6687,10799356,2023-02-06,127.85,1042.8899999999999
6686,10799356,2023-02-06,138.24,1181.13
8397,10799356,2023-02-11,-259.39,921.74
8398,10799356,2023-02-11,-120.98,800.76
8399,10799356,2023-02-12,-94.16,706.6
8400,10799356,2023-02-14,-1314.7,-608.0999999999999
30,10819898,2023-01-31,0.0,750.25
1715,10819898,2023-02-01,103.68,853.9300000000001
1716,10819898,2023-02-02,15.52,869.45
3845,10819898,2023-02-03,-91.02,778.4300000000001
3846,10819898,2023-02-05,-36.13,742.3
1717,10819898,2023-02-08,123.29,865.59
3847,10819898,2023-02-10,-104.75,760.84
1718,10819898,2023-02-12,98.15,858.99
1719,10819898,2023-02-14,47.83,906.82
1720,10819898,2023-02-14,114.54,1021.36
31,10842511,2023-01-31,0.0,651.77
2874,10842511,2023-02-02,-155.92,495.85
8650,10842511,2023-02-13,102.44,598.29
32,10847941,2023-01-31,0.0,40.25
6691,10847941,2023-02-06,-64.29,-24.040000000000006
6692,10847941,2023-02-07,-143.62,-167.66000000000003
7880,10847941,2023-02-08,92.54,-75.12000000000002
6693,10847941,2023-02-10,-146.12,-221.24
7881,10847941,2023-02-11,1094.0,872.76
33,10864084,2023-01-31,0.0,119.98
2204,10864084,2023-02-02,-179.69,-59.709999999999994
2203,10864084,2023-02-02,-150.75,-210.45999999999998
2205,10864084,2023-02-05,-39.08,-249.53999999999996
6674,10864084,2023-02-06,72.7,-176.83999999999997
6673,10864084,2023-02-06,114.81,-62.02999999999999
6672,10864084,2023-02-06,154.92,92.89
6675,10864084,2023-02-10,98.32,191.20999999999998
6676,10864084,2023-02-11,65.15,256.36
2206,10864084,2023-02-13,-1545.5,-1289.1399999999999
34,10942334,2023-01-31,0.0,55.42
6126,10942334,2023-02-05,-92.89,-37.47
6127,10942334,2023-02-07,-33.98,-71.45
8288,10942334,2023-02-10,116.67,45.22000000000001
8289,10942334,2023-02-11,84.45,129.67000000000002
35,10949168,2023-01-31,0.0,471.8
5502,10949168,2023-02-04,-127.73,344.07
5503,10949168,2023-02-04,-105.89,238.18
7593,10949168,2023-02-07,71.99,310.17
5504,10949168,2023-02-09,-214.76,95.41000000000003
7594,10949168,2023-02-11,146.95,242.36
7595,10949168,2023-02-12,52.81,295.17
5505,10949168,2023-02-14,-13.43,281.74
36,10989769,2023-01-31,0.0,334.18
4861,10989769,2023-02-03,854.4,1188.58
8573,10989769,2023-02-12,-154.56,1034.02
8574,10989769,2023-02-13,-66.55,967.47
4862,10989769,2023-02-13,102.22,1069.69
37,11008868,2023-01-31,0.0,271.3
2887,11008868,2023-02-02,-0.91,270.39
2888,11008868,2023-02-07,-207.86,62.53
8616,11008868,2023-02-13,93.56,156.09
8617,11008868,2023-02-13,96.98,253.07
8618,11008868,2023-02-14,131.58,384.65000000000003
38,11026937,2023-01-31,0.0,303.44
2838,11026937,2023-02-02,-47.72,255.72
2864,11026937,2023-02-02,90.91,346.63
2839,11026937,2023-02-06,-85.44,261.19
2840,11026937,2023-02-07,-92.55,168.64
2841,11026937,2023-02-07,-75.08,93.56
2842,11026937,2023-02-13,-42.26,51.30000000000001
2865,11026937,2023-02-14,67.47,118.77000000000001
39,11061291,2023-01-31,0.0,72.7
150,11061291,2023-02-01,-162.41,-89.71
151,11061291,2023-02-03,-149.54,-239.25
152,11061291,2023-02-03,-53.42,-292.67
5121,11061291,2023-02-04,186.95,-105.72000000000001
5123,11061291,2023-02-08,5.73,-99.99000000000002
5122,11061291,2023-02-08,61.41,-38.58000000000001
153,11061291,2023-02-09,-119.17,-157.75
5124,11061291,2023-02-12,121.86,-35.890000000000015
154,11061291,2023-02-14,-78.98,-114.87000000000002
40,11067879,2023-01-31,0.0,481.56
1705,11067879,2023-02-01,-812.6,-331.04
573,11067879,2023-02-01,187.01,-144.03000000000003
1706,11067879,2023-02-02,-15.52,-159.55
574,11067879,2023-02-04,81.63,-77.92000000000002
575,11067879,2023-02-06,97.09,19.16999999999996
1707,11067879,2023-02-07,-123.45,-104.28000000000003
1708,11067879,2023-02-07,-96.93,-201.20999999999998
576,11067879,2023-02-07,151.33,-49.88000000000005
1709,11067879,2023-02-08,-66.39,-116.27000000000004
1710,11067879,2023-02-11,-87.16,-203.43
577,11067879,2023-02-11,172.57,-30.86000000000007
1711,11067879,2023-02-13,-78.91,-109.77000000000004
41,11110085,2023-01-31,0.0,861.29
4273,11110085,2023-02-03,107.9,969.1899999999999
4274,11110085,2023-02-05,1712.2,2681.3900000000003
4275,11110085,2023-02-06,97.33,2778.7200000000003
4276,11110085,2023-02-11,109.66,2888.38
8541,11110085,2023-02-12,-66.27,2822.11
4277,11110085,2023-02-12,122.36,2944.4700000000003
8542,11110085,2023-02-13,-147.67,2796.8
8543,11110085,2023-02-14,-152.84,2643.96
4278,11110085,2023-02-14,1397.8,4041.76
42,11150945,2023-01-31,0.0,858.83
622,11150945,2023-02-01,-345.3,513.53
1776,11150945,2023-02-01,240.2,753.73
623,11150945,2023-02-03,-189.03,564.7
1777,11150945,2023-02-03,32.07,596.77
1778,11150945,2023-02-06,43.59,640.36
1779,11150945,2023-02-09,98.03,738.39
1780,11150945,2023-02-09,133.16,871.55
624,11150945,2023-02-13,-126.72,744.83
1781,11150945,2023-02-13,763.2,1508.0300000000002
43,11228111,2023-01-31,0.0,130.36
1161,11228111,2023-02-01,-142.2,-11.839999999999975
1162,11228111,2023-02-02,-1501.3,-1513.1399999999999
8130,11228111,2023-02-09,179.65,-1333.4899999999998
8131,11228111,2023-02-10,169.47,-1164.02
8133,11228111,2023-02-11,69.11,-1094.9099999999999
8132,11228111,2023-02-11,77.54,-1017.37
44,11242986,2023-01-31,0.0,344.68
130,11242986,2023-02-01,-160.4,184.28
131,11242986,2023-02-06,-21.12,163.16
132,11242986,2023-02-08,-93.77,69.38999999999999
8006,11242986,2023-02-09,55.87,125.25999999999999
133,11242986,2023-02-11,-102.16,23.099999999999966
45,11251776,2023-01-31,0.0,504.02
4371,11251776,2023-02-03,88.94,592.96
4372,11251776,2023-02-04,84.15,677.11
4373,11251776,2023-02-09,150.22,827.3299999999999
8317,11251776,2023-02-10,-67.69,759.64
4374,11251776,2023-02-11,79.08,838.72
8318,11251776,2023-02-14,-950.7,-111.98000000000002
46,11302888,2023-01-31,0.0,458.83
5339,11302888,2023-02-04,117.6,576.43
6483,11302888,2023-02-05,-80.56,495.87
5340,11302888,2023-02-06,182.96,678.8299999999999
6484,11302888,2023-02-10,-19.72,659.11
47,11306584,2023-01-31,0.0,522.4
1729,11306584,2023-02-01,52.0,574.4
4850,11306584,2023-02-03,-432.2,142.2
1730,11306584,2023-02-07,45.38,187.57999999999998
1731,11306584,2023-02-07,1198.9,1386.48
1732,11306584,2023-02-09,151.14,1537.6200000000001
4851,11306584,2023-02-10,-30.61,1507.0100000000002
1733,11306584,2023-02-11,63.83,1570.8400000000001
4852,11306584,2023-02-12,-71.74,1499.1000000000001
1734,11306584,2023-02-12,1681.9,3181.0000000000005
4853,11306584,2023-02-14,-701.1,2479.9000000000005
48,11333185,2023-01-31,0.0,693.23
2267,11333185,2023-02-02,99.58,792.8100000000001
7092,11333185,2023-02-06,-676.7,116.11000000000001
2268,11333185,2023-02-06,113.2,229.31
7093,11333185,2023-02-07,-1440.9,-1211.5900000000001
2269,11333185,2023-02-07,186.08,-1025.5100000000002
7094,11333185,2023-02-10,-67.29,-1092.8000000000002
7095,11333185,2023-02-11,-138.48,-1231.2800000000002
2271,11333185,2023-02-11,88.41,-1142.8700000000001
2270,11333185,2023-02-11,155.81,-987.0600000000002
2272,11333185,2023-02-13,1582.4,595.3399999999999
49,11346696,2023-01-31,0.0,661.99
5015,11346696,2023-02-04,-91.69,570.3
5016,11346696,2023-02-06,-75.77,494.53000000000003
5017,11346696,2023-02-09,-113.15,381.38
5018,11346696,2023-02-10,-812.8,-431.41999999999985
5019,11346696,2023-02-13,-1487.7,-1919.1200000000001
50,11359678,2023-01-31,0.0,837.17
7365,11359678,2023-02-07,-67.04,770.13
7652,11359678,2023-02-07,65.16,835.29
7653,11359678,2023-02-11,62.24,897.53
7366,11359678,2023-02-14,-74.53,823.0
51,11360263,2023-01-31,0.0,136.79
1890,11360263,2023-02-01,100.02,236.81
1891,11360263,2023-02-03,101.8,338.61
1892,11360263,2023-02-03,130.53,469.14
1893,11360263,2023-02-06,80.15,549.29
1894,11360263,2023-02-06,173.03,722.3199999999999
8129,11360263,2023-02-09,-68.25,654.0699999999999
8130,11360263,2023-02-12,-47.25,606.8199999999999
52,11368995,2023-01-31,0.0,565.8
600,11368995,2023-02-01,-63.48,502.31999999999994
601,11368995,2023-02-02,-140.61,361.7099999999999
2119,11368995,2023-02-02,150.75,512.4599999999999
602,11368995,2023-02-04,-121.49,390.96999999999997
603,11368995,2023-02-05,-92.6,298.36999999999995
2120,11368995,2023-02-06,52.22,350.59
2121,11368995,2023-02-08,65.06,415.65
53,11437275,2023-01-31,0.0,115.34
6540,11437275,2023-02-05,98.47,213.81
7649,11437275,2023-02-07,-144.5,69.31
6541,11437275,2023-02-07,112.5,181.81
6542,11437275,2023-02-09,94.06,275.87
7650,11437275,2023-02-10,-112.61,163.26
7651,11437275,2023-02-10,-100.43,62.83
54,11438427,2023-01-31,0.0,484.08
7089,11438427,2023-02-06,123.77,607.85
7335,11438427,2023-02-07,-23.9,583.95
7336,11438427,2023-02-08,-1686.0,-1102.0500000000002
7337,11438427,2023-02-08,-190.12,-1292.17
55,11463412,2023-01-31,0.0,342.53
7426,11463412,2023-02-07,-97.82,244.70999999999998
8172,11463412,2023-02-09,1582.3,1827.01
56,11475827,2023-01-31,0.0,363.88
1206,11475827,2023-02-01,48.39,412.27
1207,11475827,2023-02-07,89.09,501.36
7872,11475827,2023-02-08,-45.54,455.82
1209,11475827,2023-02-11,86.86,542.6800000000001
1208,11475827,2023-02-11,1129.9,1672.58
1210,11475827,2023-02-12,106.02,1778.6
57,11522216,2023-01-31,0.0,590.37
3820,11522216,2023-02-03,43.61,633.98
3821,11522216,2023-02-04,199.41,833.39
3822,11522216,2023-02-10,82.97,916.36
3823,11522216,2023-02-10,106.62,1022.98
3824,11522216,2023-02-14,81.37,1104.35
58,11662506,2023-01-31,0.0,573.89
1890,11662506,2023-02-01,-167.85,406.03999999999996
6401,11662506,2023-02-05,89.72,495.76
6402,11662506,2023-02-05,102.96,598.72
1891,11662506,2023-02-09,-134.78,463.94
1892,11662506,2023-02-09,-38.09,425.84999999999997
1893,11662506,2023-02-11,-84.35,341.5
1894,11662506,2023-02-14,-1397.8,-1056.3000000000002
1895,11662506,2023-02-14,-77.33,-1133.6299999999997
59,11694020,2023-01-31,0.0,379.2
5212,11694020,2023-02-04,-189.72,189.48
7158,11694020,2023-02-06,44.43,233.91
5213,11694020,2023-02-09,-1363.6,-1129.6899999999998
7159,11694020,2023-02-12,1.29,-1128.3999999999999
7160,11694020,2023-02-14,725.0,-403.3999999999999
60,11717885,2023-01-31,0.0,6.06
6480,11717885,2023-02-05,-72.53,-66.47
6481,11717885,2023-02-13,-86.51,-152.98000000000002
61,11728970,2023-01-31,0.0,711.65
7059,11728970,2023-02-06,84.79,796.4399999999999
7060,11728970,2023-02-06,123.61,920.05
8122,11728970,2023-02-09,-135.18,784.87
7061,11728970,2023-02-14,93.35,878.22
62,11736814,2023-01-31,0.0,381.51
4634,11736814,2023-02-03,-133.06,248.45
4635,11736814,2023-02-05,-790.5,-542.05
7081,11736814,2023-02-06,98.86,-443.18999999999994
4636,11736814,2023-02-11,-1851.4,-2294.59
63,11744491,2023-01-31,0.0,105.92
363,11744491,2023-02-01,112.17,218.09
364,11744491,2023-02-01,142.98,361.07
365,11744491,2023-02-03,656.3,1017.3699999999999
5073,11744491,2023-02-04,-144.75,872.6199999999999
5074,11744491,2023-02-06,-92.39,780.2299999999999
5075,11744491,2023-02-09,-176.85,603.3799999999999
366,11744491,2023-02-09,87.15,690.5299999999999
5076,11744491,2023-02-10,-39.7,650.8299999999999
367,11744491,2023-02-11,85.89,736.7199999999999
5077,11744491,2023-02-12,-55.81,680.9099999999999
5078,11744491,2023-02-13,-121.39,559.5199999999999
368,11744491,2023-02-13,115.86,675.3799999999999
64,11764022,2023-01-31,0.0,286.66
479,11764022,2023-02-01,-117.24,169.42000000000002
3760,11764022,2023-02-03,3.65,173.07000000000005
3761,11764022,2023-02-10,86.61,259.68000000000006
65,11778031,2023-01-31,0.0,514.7
7914,11778031,2023-02-08,-37.69,477.01000000000005
7915,11778031,2023-02-09,-64.44,412.57000000000005
8425,11778031,2023-02-11,102.08,514.6500000000001
8426,11778031,2023-02-13,569.6,1084.25
66,11790056,2023-01-31,0.0,49.7
1830,11790056,2023-02-01,-95.49,-45.78999999999999
213,11790056,2023-02-01,119.97,74.18
214,11790056,2023-02-03,12.0,86.18
1831,11790056,2023-02-05,-91.81,-5.6299999999999955
1832,11790056,2023-02-06,-688.5,-694.13
1833,11790056,2023-02-06,-47.78,-741.91
1834,11790056,2023-02-08,-41.57,-783.48
215,11790056,2023-02-08,90.7,-692.78
1835,11790056,2023-02-09,-969.7,-1662.48
67,11804173,2023-01-31,0.0,353.62
2208,11804173,2023-02-02,119.36,472.98
5114,11804173,2023-02-04,-159.42,313.56
2209,11804173,2023-02-04,100.25,413.81
5115,11804173,2023-02-11,-53.59,360.22
68,11826060,2023-01-31,0.0,782.13
6360,11826060,2023-02-05,63.32,845.45
6361,11826060,2023-02-07,81.64,927.09
6362,11826060,2023-02-09,38.13,965.22
8489,11826060,2023-02-11,-63.83,901.39
6363,11826060,2023-02-13,93.04,994.4300000000001
6364,11826060,2023-02-13,118.67,1113.1
69,11831265,2023-01-31,0.0,292.14
370,11831265,2023-02-01,-140.67,151.47
371,11831265,2023-02-01,-103.4,48.06999999999999
372,11831265,2023-02-01,-91.77,-43.69999999999999
373,11831265,2023-02-09,-98.31,-142.01
8201,11831265,2023-02-10,89.98,-52.02999999999997
8202,11831265,2023-02-13,157.99,105.96000000000001
374,11831265,2023-02-14,-85.67,20.29000000000002
70,11836917,2023-01-31,0.0,650.14
738,11836917,2023-02-01,-138.19,511.95
8525,11836917,2023-02-12,90.66,602.61
8527,11836917,2023-02-14,87.88,690.49
8526,11836917,2023-02-14,165.55,856.04
71,11846043,2023-01-31,0.0,915.59
2372,11846043,2023-02-02,69.49,985.08
2373,11846043,2023-02-06,87.82,1072.9
7665,11846043,2023-02-07,-56.28,1016.62
7666,11846043,2023-02-10,-1640.4,-623.7800000000001
2374,11846043,2023-02-12,139.76,-484.0200000000001
72,11882775,2023-01-31,0.0,299.41
661,11882775,2023-02-01,-1058.7,-759.29
660,11882775,2023-02-01,-105.63,-864.9199999999998
662,11882775,2023-02-03,-753.5,-1618.4199999999998
4158,11882775,2023-02-03,118.76,-1499.6599999999999
4159,11882775,2023-02-05,84.05,-1415.61
663,11882775,2023-02-06,-1791.9,-3207.51
664,11882775,2023-02-06,-90.05,-3297.5600000000004
4160,11882775,2023-02-08,209.73,-3087.8300000000004
4161,11882775,2023-02-09,1202.9,-1884.93
73,11910409,2023-01-31,0.0,241.22
691,11910409,2023-02-01,-80.43,160.79
692,11910409,2023-02-04,-78.93,81.85999999999999
693,11910409,2023-02-05,-118.22,-36.36000000000004
6377,11910409,2023-02-05,78.36,41.99999999999997
694,11910409,2023-02-06,-53.53,-11.530000000000001
6378,11910409,2023-02-12,103.79,92.25999999999999
6379,11910409,2023-02-13,112.31,204.57
74,11928523,2023-01-31,0.0,818.51
6282,11928523,2023-02-05,-149.91,668.6
6283,11928523,2023-02-07,-76.58,592.02
6284,11928523,2023-02-08,-74.38,517.64
8395,11928523,2023-02-11,99.31,616.95
8396,11928523,2023-02-12,2208.4,2825.3500000000004
8397,11928523,2023-02-13,68.67,2894.0200000000004
75,12035637,2023-01-31,0.0,461.35
2365,12035637,2023-02-02,-1138.0,-676.65
2364,12035637,2023-02-02,-779.9,-1456.5500000000002
2366,12035637,2023-02-03,-36.14,-1492.69
7394,12035637,2023-02-07,230.31,-1262.38
7393,12035637,2023-02-07,260.82,-1001.5599999999998
7392,12035637,2023-02-07,1190.8,189.2399999999999
2369,12035637,2023-02-08,-1169.6,-980.36
2367,12035637,2023-02-08,-143.15,-1123.5100000000002
2368,12035637,2023-02-08,-90.52,-1214.0300000000002
7395,12035637,2023-02-10,551.6,-662.43
2370,12035637,2023-02-11,-137.31,-799.7399999999999
2371,12035637,2023-02-12,-123.5,-923.2399999999999
76,12042151,2023-01-31,0.0,336.44
4825,12042151,2023-02-03,-89.74,246.7
6269,12042151,2023-02-05,97.45,344.15
6270,12042151,2023-02-07,101.5,445.65
4826,12042151,2023-02-09,-64.03,381.62
4827,12042151,2023-02-11,-32.04,349.58
6271,12042151,2023-02-11,1271.5,1621.0800000000002
4828,12042151,2023-02-13,-61.53,1559.5500000000002
77,12088180,2023-01-31,0.0,656.51
8470,12088180,2023-02-11,22.62,679.13
8471,12088180,2023-02-12,190.9,870.03
8663,12088180,2023-02-14,-45.9,824.13
78,12099406,2023-01-31,0.0,681.11
2079,12099406,2023-02-01,-94.97,586.14
2080,12099406,2023-02-07,-934.2,-348.06000000000006
2081,12099406,2023-02-10,-143.73,-491.7900000000001
8562,12099406,2023-02-12,1201.1,709.3099999999998
8563,12099406,2023-02-13,112.0,821.3099999999998
